truck_id,route_id,departure_date,estimated_arrival,delay
T498,R1854,16/01/2019 07:00,19:12.0,0
T332,R1857,16/01/2019 07:00,47:24.0,0
T289,R1858,16/01/2019 07:00,51:00.0,0
T184,R1859,16/01/2019 07:00,41:24.0,0
T429,R1860,16/01/2019 07:00,03:00.0,0
T30,R1861,16/01/2019 07:00,45:00.0,0
T467,R1863,16/01/2019 07:00,16:48.0,0
T265,R1865,16/01/2019 07:00,19:48.0,0
T593,R1866,16/01/2019 07:00,13:12.0,1
T595,R1868,16/01/2019 07:00,52:48.0,1
T129,R1869,16/01/2019 07:00,01:12.0,0
T590,R1871,16/01/2019 07:00,03:36.0,0
T562,R1872,16/01/2019 07:00,28:12.0,0
T538,R1873,16/01/2019 07:00,12:36.0,0
T226,R1878,16/01/2019 07:00,22:12.0,0
T411,R1882,16/01/2019 07:00,44:24.0,1
T386,R1883,16/01/2019 07:00,37:12.0,1
T372,R1884,16/01/2019 07:00,45:00.0,0
T297,R1885,16/01/2019 07:00,28:12.0,0
T613,R1886,16/01/2019 07:00,31:48.0,0
T552,R1887,16/01/2019 07:00,46:48.0,0
T274,R1888,16/01/2019 07:00,41:24.0,1
T400,R1889,16/01/2019 07:00,36:00.0,0
T53,R1891,16/01/2019 07:00,16:48.0,0
T451,R1892,16/01/2019 07:00,37:12.0,1
T198,R1893,16/01/2019 07:00,26:24.0,0
T37,R1895,16/01/2019 07:00,55:12.0,0
T130,R1897,16/01/2019 07:00,17:24.0,0
T556,R1898,16/01/2019 07:00,22:12.0,0
T434,R1899,16/01/2019 07:00,24:00.0,0
T549,R1900,16/01/2019 07:00,20:24.0,0
T308,R1901,16/01/2019 07:00,30:36.0,0
T158,R1902,16/01/2019 07:00,55:48.0,1
T291,R1903,16/01/2019 07:00,17:24.0,0
T309,R1904,16/01/2019 07:00,27:00.0,0
T524,R1905,16/01/2019 07:00,21:00.0,1
T176,R1906,16/01/2019 07:00,15:00.0,0
T399,R1907,16/01/2019 07:00,11:24.0,0
T583,R1908,16/01/2019 07:00,37:48.0,0
T540,R1909,16/01/2019 07:00,33:36.0,0
T3,R1911,16/01/2019 07:00,16:48.0,0
T318,R1913,16/01/2019 07:00,04:48.0,0
T423,R1914,16/01/2019 07:00,27:36.0,0
T116,R1916,16/01/2019 07:00,51:00.0,1
T228,R1917,16/01/2019 07:00,43:12.0,0
T164,R1918,16/01/2019 07:00,16:12.0,0
T22,R1919,16/01/2019 07:00,55:48.0,0
T580,R1920,16/01/2019 07:00,03:36.0,0
T584,R1924,16/01/2019 07:00,04:12.0,0
T330,R1969,16/01/2019 07:00,12:36.0,0
T409,R1974,16/01/2019 07:00,35:24.0,0
T479,R1977,16/01/2019 07:00,38:24.0,1
T436,R1978,16/01/2019 07:00,34:48.0,0
T255,R1979,16/01/2019 07:00,12:00.0,0
T108,R1980,16/01/2019 07:00,28:48.0,0
T519,R1981,16/01/2019 07:00,25:12.0,1
T481,R1982,16/01/2019 07:00,46:48.0,0
T157,R1983,16/01/2019 07:00,45:00.0,1
T611,R1984,16/01/2019 07:00,45:36.0,0
T298,R1985,16/01/2019 07:00,40:48.0,0
T496,R1987,16/01/2019 07:00,24:36.0,0
T194,R1988,16/01/2019 07:00,10:48.0,0
T236,R1989,16/01/2019 07:00,17:24.0,1
T172,R1991,16/01/2019 07:00,42:00.0,0
T455,R1993,16/01/2019 07:00,25:48.0,1
T1,R1994,16/01/2019 07:00,12:36.0,1
T38,R1995,16/01/2019 07:00,07:48.0,0
T610,R1996,16/01/2019 07:00,48:36.0,0
T246,R1997,16/01/2019 07:00,16:48.0,0
T572,R1998,16/01/2019 07:00,07:48.0,1
T81,R1999,16/01/2019 07:00,12:36.0,1
T566,R2000,16/01/2019 07:00,30:36.0,0
T26,R2001,16/01/2019 07:00,21:00.0,1
T171,R2002,16/01/2019 07:00,04:48.0,0
T174,R2003,16/01/2019 07:00,32:24.0,1
T493,R2004,16/01/2019 07:00,24:36.0,0
T254,R2005,16/01/2019 07:00,09:00.0,0
T217,R2007,16/01/2019 07:00,19:48.0,1
T277,R2008,16/01/2019 07:00,04:48.0,0
T68,R2010,16/01/2019 07:00,36:00.0,0
T459,R2012,16/01/2019 07:00,04:48.0,0
T183,R2013,16/01/2019 07:00,50:24.0,0
T489,R2014,16/01/2019 07:00,52:12.0,0
T592,R2015,16/01/2019 07:00,45:00.0,1
T476,R2016,16/01/2019 07:00,10:48.0,0
T337,R2017,16/01/2019 07:00,42:36.0,0
T47,R2022,16/01/2019 07:00,10:48.0,0
T131,R2026,16/01/2019 07:00,10:12.0,0
T412,R2027,16/01/2019 07:00,28:12.0,1
T223,R2028,16/01/2019 07:00,22:12.0,1
T266,R2029,16/01/2019 07:00,34:12.0,1
T193,R2030,16/01/2019 07:00,21:36.0,0
T469,R2031,16/01/2019 07:00,45:36.0,1
T73,R2032,16/01/2019 07:00,09:36.0,0
T338,R2033,16/01/2019 07:00,06:36.0,0
T98,R2035,16/01/2019 07:00,00:36.0,0
T366,R2036,16/01/2019 07:00,28:48.0,0
T105,R2037,16/01/2019 07:00,06:36.0,1
T474,R2039,16/01/2019 07:00,54:00.0,1
T358,R2041,16/01/2019 07:00,51:36.0,0
T135,R2042,16/01/2019 07:00,03:36.0,1
T427,R2043,16/01/2019 07:00,37:48.0,0
T328,R2044,16/01/2019 07:00,33:36.0,1
T579,R2045,16/01/2019 07:00,16:12.0,0
T471,R2046,16/01/2019 07:00,16:12.0,1
T499,R2047,16/01/2019 07:00,20:24.0,0
T355,R2048,16/01/2019 07:00,31:48.0,1
T510,R2049,16/01/2019 07:00,37:48.0,0
T570,R2050,16/01/2019 07:00,15:36.0,0
T69,R2051,16/01/2019 07:00,07:48.0,1
T138,R2052,16/01/2019 07:00,06:36.0,0
T245,R2053,16/01/2019 07:00,36:00.0,0
T500,R2055,16/01/2019 07:00,13:12.0,1
T64,R2056,16/01/2019 07:00,27:36.0,1
T497,R2058,16/01/2019 07:00,36:00.0,0
T311,R2060,16/01/2019 07:00,40:48.0,0
T75,R2061,16/01/2019 07:00,09:00.0,0
T119,R2062,16/01/2019 07:00,09:00.0,0
T548,R2063,16/01/2019 07:00,39:00.0,0
T235,R2064,16/01/2019 07:00,34:12.0,0
T166,R2113,16/01/2019 07:00,06:36.0,0
T150,R2118,16/01/2019 07:00,50:24.0,1
T508,R2121,16/01/2019 07:00,40:12.0,1
T512,R2122,16/01/2019 07:00,31:12.0,0
T379,R2123,16/01/2019 07:00,17:24.0,0
T124,R2124,16/01/2019 07:00,37:48.0,0
T141,R2125,16/01/2019 07:00,10:48.0,0
T331,R2126,16/01/2019 07:00,51:36.0,0
T169,R2127,16/01/2019 07:00,35:24.0,1
T587,R2128,16/01/2019 07:00,26:24.0,0
T227,R2129,16/01/2019 07:00,39:36.0,0
T456,R2131,16/01/2019 07:00,27:36.0,0
T537,R2132,16/01/2019 07:00,14:24.0,0
T523,R2133,16/01/2019 07:00,16:48.0,1
T402,R2135,16/01/2019 07:00,25:48.0,0
T414,R2137,16/01/2019 07:00,50:24.0,0
T304,R2138,16/01/2019 07:00,12:00.0,1
T342,R2139,16/01/2019 07:00,06:00.0,0
T306,R2140,16/01/2019 07:00,14:24.0,1
T307,R2141,16/01/2019 07:00,34:12.0,1
T348,R2142,16/01/2019 07:00,39:36.0,1
T139,R2143,16/01/2019 07:00,21:36.0,0
T426,R2144,16/01/2019 07:00,39:36.0,0
T356,R2145,16/01/2019 07:00,10:48.0,0
T126,R2146,16/01/2019 07:00,43:48.0,0
T483,R2147,16/01/2019 07:00,52:12.0,1
T211,R2148,16/01/2019 07:00,22:48.0,0
T5,R2149,16/01/2019 07:00,24:00.0,0
T300,R2151,16/01/2019 07:00,52:48.0,1
T491,R2152,16/01/2019 07:00,51:00.0,0
T271,R2154,16/01/2019 07:00,04:48.0,0
T213,R2155,16/01/2019 07:00,40:48.0,0
T8,R2157,16/01/2019 07:00,53:24.0,0
T66,R2158,16/01/2019 07:00,24:36.0,1
T156,R2159,16/01/2019 07:00,25:12.0,0
T25,R2160,16/01/2019 07:00,27:36.0,1
T596,R2161,16/01/2019 07:00,03:00.0,1
T273,R2166,16/01/2019 07:00,34:48.0,0
T106,R2170,16/01/2019 07:00,21:00.0,0
T204,R2171,16/01/2019 07:00,50:24.0,0
T282,R2172,16/01/2019 07:00,19:12.0,1
T359,R2173,16/01/2019 07:00,54:36.0,1
T458,R2174,16/01/2019 07:00,00:00.0,0
T155,R2175,16/01/2019 07:00,56:24.0,1
T551,R2176,16/01/2019 07:00,31:12.0,0
T387,R2177,16/01/2019 07:00,58:48.0,0
T477,R2179,16/01/2019 07:00,20:24.0,0
T509,R2180,16/01/2019 07:00,21:36.0,0
T425,R2181,16/01/2019 07:00,27:36.0,0
T259,R2183,16/01/2019 07:00,55:12.0,0
T612,R2185,16/01/2019 07:00,12:36.0,1
T238,R2186,16/01/2019 07:00,22:48.0,0
T516,R2187,16/01/2019 07:00,24:00.0,0
T296,R2188,16/01/2019 07:00,57:36.0,1
T102,R2189,16/01/2019 07:00,51:00.0,0
T594,R2190,16/01/2019 07:00,21:36.0,1
T352,R2191,16/01/2019 07:00,21:36.0,0
T263,R2192,16/01/2019 07:00,31:48.0,0
T405,R2193,16/01/2019 07:00,41:24.0,0
T220,R2194,16/01/2019 07:00,55:12.0,1
T127,R2195,16/01/2019 07:00,49:48.0,0
T374,R2196,16/01/2019 07:00,43:12.0,0
T241,R2197,16/01/2019 07:00,19:12.0,0
T292,R2199,16/01/2019 07:00,01:12.0,1
T420,R2200,16/01/2019 07:00,43:12.0,0
T406,R2202,16/01/2019 07:00,50:24.0,0
T513,R2203,16/01/2019 07:00,09:00.0,0
T345,R2205,16/01/2019 07:00,53:24.0,1
T567,R2206,16/01/2019 07:00,45:36.0,1
T315,R2207,16/01/2019 07:00,30:36.0,0
T353,R2208,16/01/2019 07:00,27:00.0,0
T413,R2209,16/01/2019 07:00,21:00.0,1
T89,R2210,16/01/2019 07:00,41:24.0,0
T288,R2214,16/01/2019 07:00,25:48.0,1
T607,R2215,16/01/2019 07:00,15:00.0,0
T339,R2218,16/01/2019 07:00,08:24.0,1
T125,R2220,16/01/2019 07:00,16:12.0,0
T333,R2221,16/01/2019 07:00,52:12.0,1
T92,R2222,16/01/2019 07:00,09:00.0,1
T113,R2224,16/01/2019 07:00,25:12.0,0
T529,R2225,16/01/2019 07:00,25:48.0,0
T269,R2227,16/01/2019 07:00,34:48.0,1
T383,R2228,16/01/2019 07:00,50:24.0,0
T117,R2231,16/01/2019 07:00,36:00.0,1
T120,R2233,16/01/2019 07:00,54:36.0,0
T253,R2235,16/01/2019 07:00,45:36.0,1
T65,R2236,16/01/2019 07:00,49:48.0,0
T95,R2237,16/01/2019 07:00,15:36.0,0
T67,R2239,16/01/2019 07:00,55:12.0,0
T606,R2240,16/01/2019 07:00,12:00.0,0
T123,R2241,16/01/2019 07:00,32:24.0,0
T546,R2242,16/01/2019 07:00,55:12.0,0
T501,R2248,16/01/2019 07:00,16:12.0,0
T33,R2250,16/01/2019 07:00,52:12.0,1
T408,R2251,16/01/2019 07:00,09:00.0,0
T448,R2253,16/01/2019 07:00,24:36.0,1
T56,R2254,16/01/2019 07:00,45:36.0,1
T492,R2255,16/01/2019 07:00,36:00.0,0
T392,R2256,16/01/2019 07:00,13:12.0,0
T511,R2257,16/01/2019 07:00,43:12.0,0
T340,R2262,16/01/2019 07:00,20:24.0,1
T132,R2265,16/01/2019 07:00,02:24.0,1
T320,R2266,16/01/2019 07:00,16:48.0,0
T14,R2267,16/01/2019 07:00,29:24.0,0
T283,R2268,16/01/2019 07:00,52:12.0,0
T112,R2269,16/01/2019 07:00,08:24.0,1
T486,R2270,16/01/2019 07:00,28:48.0,0
T48,R2271,16/01/2019 07:00,19:48.0,0
T561,R2272,16/01/2019 07:00,31:12.0,0
T550,R2273,16/01/2019 07:00,01:12.0,1
T369,R2275,16/01/2019 07:00,19:12.0,0
T442,R2276,16/01/2019 07:00,23:24.0,0
T417,R2277,16/01/2019 07:00,54:00.0,0
T18,R2279,16/01/2019 07:00,20:24.0,0
T163,R2281,16/01/2019 07:00,20:24.0,0
T107,R2282,16/01/2019 07:00,49:12.0,0
T6,R2283,16/01/2019 07:00,51:36.0,1
T568,R2284,16/01/2019 07:00,15:00.0,0
T407,R2285,16/01/2019 07:00,53:24.0,0
T224,R2287,16/01/2019 07:00,24:36.0,0
T462,R2288,16/01/2019 07:00,36:00.0,1
T518,R2289,16/01/2019 07:00,22:12.0,0
T598,R2290,16/01/2019 07:00,48:36.0,0
T232,R2292,16/01/2019 07:00,09:00.0,1
T591,R2293,16/01/2019 07:00,46:48.0,1
T410,R2295,16/01/2019 07:00,03:36.0,0
T260,R2296,16/01/2019 07:00,55:48.0,0
T559,R2298,16/01/2019 07:00,45:00.0,0
T209,R2299,16/01/2019 07:00,39:00.0,0
T2,R2301,16/01/2019 07:00,25:12.0,0
T357,R2302,16/01/2019 07:00,30:36.0,0
T543,R2303,16/01/2019 07:00,36:00.0,0
T86,R2304,16/01/2019 07:00,27:00.0,0
T88,R2305,16/01/2019 07:00,48:00.0,1
T395,R2310,16/01/2019 07:00,47:24.0,0
T159,R2314,16/01/2019 07:00,10:12.0,0
T221,R2315,16/01/2019 07:00,05:24.0,0
T367,R2316,16/01/2019 07:00,19:12.0,0
T247,R2317,16/01/2019 07:00,36:00.0,1
T526,R2318,16/01/2019 07:00,27:00.0,0
T10,R2319,16/01/2019 07:00,54:00.0,0
T109,R2320,16/01/2019 07:00,54:00.0,1
T532,R2321,16/01/2019 07:00,43:48.0,0
T212,R2323,16/01/2019 07:00,55:12.0,0
T77,R2324,16/01/2019 07:00,34:12.0,0
T252,R2325,16/01/2019 07:00,29:24.0,0
T480,R2327,16/01/2019 07:00,06:00.0,0
T99,R2329,16/01/2019 07:00,27:00.0,1
T517,R2330,16/01/2019 07:00,24:36.0,0
T50,R2331,16/01/2019 07:00,48:00.0,1
T534,R2332,16/01/2019 07:00,16:48.0,0
T319,R2333,16/01/2019 07:00,08:24.0,0
T182,R2334,16/01/2019 07:00,11:24.0,1
T59,R2335,16/01/2019 07:00,21:00.0,1
T430,R2336,16/01/2019 07:00,05:24.0,1
T394,R2337,16/01/2019 07:00,22:48.0,0
T539,R2338,16/01/2019 07:00,39:00.0,0
T219,R2339,16/01/2019 07:00,32:24.0,0
T494,R2340,16/01/2019 07:00,06:36.0,0
T465,R2341,16/01/2019 07:00,25:12.0,1
T528,R2343,16/01/2019 07:00,28:12.0,1
T541,R2344,16/01/2019 07:00,03:36.0,0
T563,R2346,16/01/2019 07:00,10:48.0,1
T242,R2347,16/01/2019 07:00,34:12.0,0
T173,R2349,16/01/2019 07:00,27:36.0,0
T148,R2350,16/01/2019 07:00,27:00.0,0
T422,R2351,16/01/2019 07:00,13:12.0,0
T39,R2352,16/01/2019 07:00,27:00.0,0
T460,R5,19/01/2019 07:00,13:12.0,0
T191,R8,19/01/2019 07:00,01:12.0,0
T453,R9,19/01/2019 07:00,45:36.0,1
T101,R10,19/01/2019 07:00,46:48.0,0
T44,R11,19/01/2019 07:00,34:12.0,0
T507,R12,19/01/2019 07:00,39:36.0,1
T495,R13,19/01/2019 07:00,02:24.0,0
T431,R14,19/01/2019 07:00,41:24.0,1
T157,R15,19/01/2019 07:00,48:00.0,0
T119,R16,19/01/2019 07:00,08:24.0,0
T275,R18,19/01/2019 07:00,21:36.0,0
T277,R19,19/01/2019 07:00,13:48.0,1
T367,R20,19/01/2019 07:00,17:24.0,1
T42,R22,19/01/2019 07:00,48:36.0,0
T278,R24,19/01/2019 07:00,52:12.0,0
T474,R25,19/01/2019 07:00,12:36.0,1
T47,R26,19/01/2019 07:00,27:00.0,0
T91,R27,19/01/2019 07:00,12:00.0,0
T251,R28,19/01/2019 07:00,06:36.0,0
T79,R29,19/01/2019 07:00,58:12.0,1
T492,R30,19/01/2019 07:00,43:12.0,0
T187,R31,19/01/2019 07:00,20:24.0,0
T71,R32,19/01/2019 07:00,06:00.0,0
T379,R33,19/01/2019 07:00,09:00.0,0
T86,R34,19/01/2019 07:00,18:00.0,1
T556,R35,19/01/2019 07:00,45:36.0,0
T243,R36,19/01/2019 07:00,12:36.0,0
T221,R38,19/01/2019 07:00,55:12.0,0
T536,R39,19/01/2019 07:00,12:36.0,0
T602,R41,19/01/2019 07:00,12:36.0,0
T7,R42,19/01/2019 07:00,42:36.0,1
T45,R44,19/01/2019 07:00,06:36.0,0
T182,R45,19/01/2019 07:00,03:00.0,0
T150,R46,19/01/2019 07:00,21:00.0,0
T501,R47,19/01/2019 07:00,43:12.0,0
T222,R48,19/01/2019 07:00,48:00.0,0
T562,R54,19/01/2019 07:00,56:24.0,1
T53,R75,19/01/2019 07:00,04:48.0,0
T416,R94,19/01/2019 07:00,41:24.0,0
T533,R100,19/01/2019 07:00,47:24.0,0
T385,R104,19/01/2019 07:00,09:00.0,0
T574,R107,19/01/2019 07:00,25:12.0,1
T179,R108,19/01/2019 07:00,33:00.0,0
T268,R113,19/01/2019 07:00,55:48.0,0
T94,R126,19/01/2019 07:00,06:00.0,0
T200,R184,19/01/2019 07:00,04:12.0,1
T467,R195,19/01/2019 07:00,47:24.0,0
T471,R200,19/01/2019 07:00,48:00.0,0
T575,R203,19/01/2019 07:00,17:24.0,0
T209,R209,19/01/2019 07:00,37:12.0,0
T337,R222,19/01/2019 07:00,29:24.0,0
T358,R241,19/01/2019 07:00,13:12.0,0
T567,R249,19/01/2019 07:00,27:36.0,0
T499,R250,19/01/2019 07:00,24:36.0,0
T127,R251,19/01/2019 07:00,00:36.0,1
T326,R252,19/01/2019 07:00,22:48.0,0
T242,R253,19/01/2019 07:00,21:36.0,0
T10,R254,19/01/2019 07:00,25:12.0,1
T461,R255,19/01/2019 07:00,06:00.0,1
T180,R256,19/01/2019 07:00,24:00.0,0
T134,R258,19/01/2019 07:00,17:24.0,1
T149,R259,19/01/2019 07:00,48:36.0,0
T414,R260,19/01/2019 07:00,54:36.0,0
T369,R262,19/01/2019 07:00,30:00.0,0
T559,R264,19/01/2019 07:00,00:00.0,0
T615,R265,19/01/2019 07:00,49:48.0,0
T62,R266,19/01/2019 07:00,34:48.0,0
T65,R267,19/01/2019 07:00,34:48.0,1
T538,R268,19/01/2019 07:00,54:36.0,0
T56,R269,19/01/2019 07:00,52:12.0,1
T50,R270,19/01/2019 07:00,47:24.0,0
T51,R271,19/01/2019 07:00,16:12.0,0
T525,R272,19/01/2019 07:00,15:00.0,0
T284,R273,19/01/2019 07:00,17:24.0,0
T270,R274,19/01/2019 07:00,22:48.0,1
T412,R275,19/01/2019 07:00,50:24.0,0
T419,R276,19/01/2019 07:00,46:48.0,1
T342,R278,19/01/2019 07:00,45:36.0,0
T531,R279,19/01/2019 07:00,22:12.0,0
T387,R281,19/01/2019 07:00,35:24.0,0
T491,R282,19/01/2019 07:00,10:48.0,1
T204,R284,19/01/2019 07:00,50:24.0,1
T315,R285,19/01/2019 07:00,34:48.0,1
T422,R286,19/01/2019 07:00,25:48.0,1
T122,R287,19/01/2019 07:00,20:24.0,0
T583,R288,19/01/2019 07:00,47:24.0,0
T503,R290,19/01/2019 07:00,56:24.0,0
T480,R295,19/01/2019 07:00,35:24.0,1
T487,R315,19/01/2019 07:00,54:36.0,1
T293,R334,19/01/2019 07:00,15:00.0,1
T208,R343,19/01/2019 07:00,35:24.0,1
T526,R385,19/01/2019 07:00,01:12.0,0
T24,R387,19/01/2019 07:00,09:00.0,0
T435,R389,19/01/2019 07:00,48:00.0,0
T40,R393,19/01/2019 07:00,45:00.0,0
T115,R395,19/01/2019 07:00,52:12.0,1
T287,R396,19/01/2019 07:00,06:36.0,0
T572,R399,19/01/2019 07:00,03:00.0,0
T427,R400,19/01/2019 07:00,08:24.0,0
T129,R401,19/01/2019 07:00,46:48.0,0
T436,R402,19/01/2019 07:00,16:12.0,0
T402,R403,19/01/2019 07:00,25:12.0,0
T169,R408,19/01/2019 07:00,13:12.0,0
T417,R414,19/01/2019 07:00,00:00.0,0
T404,R415,19/01/2019 07:00,22:48.0,0
T27,R416,19/01/2019 07:00,24:36.0,1
T306,R417,19/01/2019 07:00,07:12.0,0
T81,R425,19/01/2019 07:00,38:24.0,0
T569,R428,19/01/2019 07:00,40:12.0,0
T33,R431,19/01/2019 07:00,02:24.0,0
T372,R433,19/01/2019 07:00,45:36.0,1
T576,R438,19/01/2019 07:00,27:36.0,1
T136,R441,19/01/2019 07:00,45:00.0,0
T199,R442,19/01/2019 07:00,13:48.0,0
T359,R443,19/01/2019 07:00,09:00.0,1
T167,R444,19/01/2019 07:00,52:48.0,0
T445,R445,19/01/2019 07:00,20:24.0,0
T409,R446,19/01/2019 07:00,04:12.0,1
T600,R447,19/01/2019 07:00,01:48.0,0
T21,R448,19/01/2019 07:00,17:24.0,0
T617,R450,19/01/2019 07:00,50:24.0,0
T20,R451,19/01/2019 07:00,42:36.0,1
T139,R452,19/01/2019 07:00,38:24.0,1
T87,R454,19/01/2019 07:00,07:48.0,0
T118,R456,19/01/2019 07:00,19:12.0,0
T133,R457,19/01/2019 07:00,34:12.0,1
T282,R458,19/01/2019 07:00,45:00.0,0
T373,R459,19/01/2019 07:00,02:24.0,0
T438,R460,19/01/2019 07:00,21:00.0,0
T226,R461,19/01/2019 07:00,22:12.0,1
T297,R462,19/01/2019 07:00,51:36.0,0
T588,R463,19/01/2019 07:00,04:12.0,0
T232,R464,19/01/2019 07:00,40:48.0,0
T442,R465,19/01/2019 07:00,31:48.0,0
T237,R466,19/01/2019 07:00,42:36.0,1
T12,R467,19/01/2019 07:00,03:36.0,0
T432,R468,19/01/2019 07:00,33:00.0,0
T340,R470,19/01/2019 07:00,10:48.0,0
T68,R471,19/01/2019 07:00,44:24.0,0
T515,R473,19/01/2019 07:00,34:48.0,0
T457,R474,19/01/2019 07:00,10:12.0,0
T413,R476,19/01/2019 07:00,31:12.0,0
T535,R477,19/01/2019 07:00,21:00.0,0
T524,R478,19/01/2019 07:00,08:24.0,0
T197,R479,19/01/2019 07:00,16:48.0,0
T517,R480,19/01/2019 07:00,10:12.0,0
T590,R481,19/01/2019 07:00,46:48.0,0
T106,R486,19/01/2019 07:00,24:36.0,0
T70,R490,19/01/2019 07:00,13:48.0,0
T143,R492,19/01/2019 07:00,33:00.0,1
T476,R493,19/01/2019 07:00,16:48.0,0
T219,R494,19/01/2019 07:00,28:48.0,0
T557,R495,19/01/2019 07:00,57:36.0,1
T234,R496,19/01/2019 07:00,48:00.0,0
T168,R498,19/01/2019 07:00,41:24.0,0
T389,R499,19/01/2019 07:00,06:36.0,0
T30,R500,19/01/2019 07:00,20:24.0,0
T356,R502,19/01/2019 07:00,55:48.0,0
T580,R504,19/01/2019 07:00,30:36.0,0
T539,R505,19/01/2019 07:00,16:12.0,1
T36,R506,19/01/2019 07:00,57:00.0,0
T92,R508,19/01/2019 07:00,33:36.0,0
T254,R509,19/01/2019 07:00,22:12.0,0
T113,R510,19/01/2019 07:00,07:12.0,1
T9,R511,19/01/2019 07:00,39:00.0,1
T330,R512,19/01/2019 07:00,15:36.0,0
T410,R513,19/01/2019 07:00,42:00.0,0
T582,R514,19/01/2019 07:00,34:48.0,0
T198,R515,19/01/2019 07:00,47:24.0,1
T593,R516,19/01/2019 07:00,09:00.0,0
T165,R518,19/01/2019 07:00,48:00.0,0
T405,R519,19/01/2019 07:00,37:12.0,0
T305,R521,19/01/2019 07:00,12:00.0,0
T104,R522,19/01/2019 07:00,28:12.0,1
T76,R524,19/01/2019 07:00,17:24.0,0
T430,R525,19/01/2019 07:00,50:24.0,0
T406,R527,19/01/2019 07:00,29:24.0,1
T521,R528,19/01/2019 07:00,05:24.0,0
T357,R529,19/01/2019 07:00,34:12.0,0
T568,R531,19/01/2019 07:00,25:12.0,0
T266,R533,19/01/2019 07:00,17:24.0,0
T241,R534,19/01/2019 07:00,00:36.0,1
T181,R537,19/01/2019 07:00,52:12.0,1
T98,R538,19/01/2019 07:00,09:00.0,0
T272,R540,19/01/2019 07:00,50:24.0,0
T233,R541,19/01/2019 07:00,15:36.0,1
T295,R543,19/01/2019 07:00,58:48.0,1
T545,R544,19/01/2019 07:00,17:24.0,0
T505,R545,19/01/2019 07:00,19:12.0,0
T82,R546,19/01/2019 07:00,22:12.0,1
T528,R547,19/01/2019 07:00,31:48.0,1
T301,R550,19/01/2019 07:00,10:12.0,1
T196,R552,19/01/2019 07:00,06:00.0,0
T67,R555,19/01/2019 07:00,32:24.0,0
T220,R558,19/01/2019 07:00,18:00.0,0
T207,R559,19/01/2019 07:00,19:12.0,0
T250,R560,19/01/2019 07:00,48:00.0,0
T214,R561,19/01/2019 07:00,40:48.0,0
T352,R567,19/01/2019 07:00,45:00.0,0
T25,R569,19/01/2019 07:00,28:48.0,1
T245,R570,19/01/2019 07:00,22:12.0,0
T188,R572,19/01/2019 07:00,37:48.0,0
T452,R573,19/01/2019 07:00,19:12.0,1
T396,R574,19/01/2019 07:00,16:12.0,0
T439,R575,19/01/2019 07:00,52:12.0,0
T159,R576,19/01/2019 07:00,19:12.0,1
T380,R577,19/01/2019 07:00,39:36.0,0
T403,R579,19/01/2019 07:00,33:00.0,0
T364,R582,19/01/2019 07:00,22:48.0,0
T605,R585,19/01/2019 07:00,06:36.0,0
T95,R586,19/01/2019 07:00,52:48.0,0
T247,R587,19/01/2019 07:00,33:00.0,1
T468,R588,19/01/2019 07:00,50:24.0,0
T264,R589,19/01/2019 07:00,43:48.0,0
T262,R591,19/01/2019 07:00,51:36.0,0
T555,R592,19/01/2019 07:00,37:12.0,0
T189,R594,19/01/2019 07:00,10:48.0,0
T231,R595,19/01/2019 07:00,34:12.0,1
T549,R598,19/01/2019 07:00,49:12.0,0
T393,R600,19/01/2019 07:00,10:48.0,0
T523,R602,19/01/2019 07:00,48:00.0,1
T519,R603,19/01/2019 07:00,24:36.0,0
T202,R604,19/01/2019 07:00,36:36.0,0
T151,R606,19/01/2019 07:00,15:36.0,0
T375,R607,19/01/2019 07:00,32:24.0,0
T485,R608,19/01/2019 07:00,17:24.0,0
T498,R609,19/01/2019 07:00,15:00.0,0
T171,R611,19/01/2019 07:00,56:24.0,1
T255,R612,19/01/2019 07:00,09:00.0,1
T494,R614,19/01/2019 07:00,15:36.0,0
T475,R615,19/01/2019 07:00,28:12.0,0
T448,R617,19/01/2019 07:00,25:12.0,1
T481,R618,19/01/2019 07:00,34:12.0,0
T397,R620,19/01/2019 07:00,10:48.0,1
T131,R621,19/01/2019 07:00,54:36.0,0
T289,R622,19/01/2019 07:00,52:12.0,0
T236,R623,19/01/2019 07:00,08:24.0,0
T49,R624,19/01/2019 07:00,36:00.0,0
T124,R625,19/01/2019 07:00,02:24.0,0
T548,R630,19/01/2019 07:00,21:36.0,0
T473,R634,19/01/2019 07:00,20:24.0,0
T484,R635,19/01/2019 07:00,16:48.0,0
T166,R636,19/01/2019 07:00,15:36.0,1
T530,R637,19/01/2019 07:00,43:48.0,0
T303,R638,19/01/2019 07:00,03:36.0,0
T248,R639,19/01/2019 07:00,25:12.0,1
T331,R640,19/01/2019 07:00,54:36.0,0
T155,R642,19/01/2019 07:00,19:12.0,0
T601,R643,19/01/2019 07:00,09:36.0,0
T551,R644,19/01/2019 07:00,33:36.0,1
T323,R646,19/01/2019 07:00,42:36.0,0
T324,R648,19/01/2019 07:00,09:36.0,0
T194,R649,19/01/2019 07:00,28:48.0,0
T256,R650,19/01/2019 07:00,24:36.0,0
T211,R651,19/01/2019 07:00,22:48.0,1
T117,R652,19/01/2019 07:00,59:24.0,1
T316,R653,19/01/2019 07:00,30:36.0,0
T532,R654,19/01/2019 07:00,07:12.0,1
T552,R655,19/01/2019 07:00,31:12.0,0
